Company Name,Website,Company LinkedIn,Unnamed: 3,Unnamed: 4,Company Description,Meta Description,Meta Title,Industries,Location,Hiring,Company Size,Contact Email,Last Funding Type,Last Funding Date,Last Funding Amount,Total Funding Amount,Revenue,IT Spend,Downloads,Tech Changes,Monthly Visits,Investor,Research Notes
Breadcrumbs,https://breadcrumbs.io,https://www.linkedin.com/company/breadcrumbsio,,,,,,,,,,,,,,,,,,,,,
Copy.ai,https://copy.ai,https://www.linkedin.com/company/copyai,,,,,,,,,,,,,,,,,,,,,
Fathom,https://www.fathom.ai/,https://www.linkedin.com/company/fathom-video,,,,,,,,,,,,,,,,,,,,,
Supernormal,https://supernormal.com,https://www.linkedin.com/company/supernormalapp,,,,,,,,,,,,,,,,,,,,,
Freshsales,https://freshworks.com,linkedin.com/company/freshworks-inc,,,,,,,,,,,,,,,,,,,,,
Nimble,https://nimble.com,https://www.linkedin.com/company/nimblecrm,,,,,,,,,,,,,,,,,,,,,
Salesmate,https://salesmate.io,https://www.linkedin.com/company/salesmate,,,,,,,,,,,,,,,,,,,,,
Zendesk Sell,https://zendesk.com/sell,https://www.linkedin.com/company/zendesk,,,,,,,,,,,,,,,,,,,,,
Demostack,https://demostack.com,https://www.linkedin.com/company/demostack,,,,,,,,,,,,,,,,,,,,,
Reprise,https://reprise.com,https://www.linkedin.com/company/getreprise,,,,,,,,,,,,,,,,,,,,,
Navattic,https://navattic.com,https://www.linkedin.com/company/navattic,,,,,,,,,,,,,,,,,,,,,
Factors,https://factors.ai,https://www.linkedin.com/company/factors-ai,,,,,,,,,,,,,,,,,,,,,
Signals,https://getsignals.ai,https://linkedin.com/company/signals-ai,,,,,,,,,,,,,,,,,,,,,
RB2B,https://rb2b.com,https://www.linkedin.com/company/rb2b,,,,,,,,,,,,,,,,,,,,,
Warmly,https://warmly.ai,https://www.linkedin.com/company/warmly,,,,,,,,,,,,,,,,,,,,,
Demandbase,https://demandbase.com,https://www.linkedin.com/company/demandbase,,,,,,,,,,,,,,,,,,,,,
LiProspect,https://liprospect.com,https://www.linkedin.com/company/liprospect,,,,,,,,,,,,,,,,,,,,,
Hyperise,https://hyperise.io,https://www.linkedin.com/company/hyperise,,,,,,,,,,,,,,,,,,,,,
Koala,https://getkoala.com,https://www.linkedin.com/company/getkoala,,,,,,,,,,,,,,,,,,,,,
LeadMagic,https://leadmagic.io,https://www.linkedin.com/company/leadmagichq,,,,,,,,,,,,,,,,,,,,,
Salesintel,https://salesintel.io,https://www.linkedin.com/company/salesintel-io,,,,,,,,,,,,,,,,,,,,,
Leadfeeder,https://leadfeeder.com,https://www.linkedin.com/company/leadfeeder,,,,,,,,,,,,,,,,,,,,,
FullContact,https://fullcontact.com,https://www.linkedin.com/company/fullcontact-inc-,,,,,,,,,,,,,,,,,,,,,
Snitcher,https://snitcher.com,https://www.linkedin.com/company/snitcher,,,,,,,,,,,,,,,,,,,,,
HockeyStack,https://hockeystack.com,https://www.linkedin.com/company/hockeystack,,,,,,,,,,,,,,,,,,,,,
Clay,https://clay.com,https://www.linkedin.com/company/grow-with-clay,,,,,,,,,,,,,,,,,,,,,
Overloop.ai,https://overloop.ai,https://www.linkedin.com/company/overloopai,,,,,,,,,,,,,,,,,,,,,
Actively AI,https://actively.ai,https://www.linkedin.com/company/actively-ai,,,,,,,,,,,,,,,,,,,,,
Uman,https://uman.ai,https://www.linkedin.com/company/umanai,,,,,,,,,,,,,,,,,,,,,
Humanlinker,https://humanlinker.com,https://www.linkedin.com/company/app-humanlinker,,,,,,,,,,,,,,,,,,,,,
Attention,https://attention.tech,https://www.linkedin.com/company/attentiontech,,,,,,,,,,,,,,,,,,,,,
Aomni,https://aomni.com,https://www.linkedin.com/company/aomni,,,,,,,,,,,,,,,,,,,,,
Sybill,https://sybill.ai,https://www.linkedin.com/company/sybill,,,,,,,,,,,,,,,,,,,,,
WINN,https://winn.ai,https://www.linkedin.com/company/winn-ai,,,,,,,,,,,,,,,,,,,,,
Pod,https://workwithpod.com,https://www.linkedin.com/company/pod-workspace,,,,,,,,,,,,,,,,,,,,,
Veloxy,https://veloxy.io,https://www.linkedin.com/company/veloxy-io,,,,,,,,,,,,,,,,,,,,,
Oliv AI,https://oliv.ai,https://www.linkedin.com/company/oliv-ai,,,,,,,,,,,,,,,,,,,,,
Data Parrot,https://dataparrot.ai,https://www.linkedin.com/company/get-data-parrot/,,,,,,,,,,,,,,,,,,,,,
Salesken,https://salesken.ai,https://www.linkedin.com/company/salesken,,,,,,,,,,,,,,,,,,,,,
Highspot,https://highspot.com,https://www.linkedin.com/company/highspot,,,,,,,,,,,,,,,,,,,,,
1up,https://1up.ai,https://www.linkedin.com/company/1up-ai,,,,,,,,,,,,,,,,,,,,,
Verse.ai,https://verse.ai,https://www.linkedin.com/company/verse-ai,,,,,,,,,,,,,,,,,,,,,
Pipeline,https://withpipeline.com/,linkedin.com/company/withpipeline,,,,,,,,,,,,,,,,,,,,,
Sellestial,https://sellestial.com,https://www.linkedin.com/company/sellestial,,,,,,,,,,,,,,,,,,,,,
Accent,https://accent-technologies.com,https://www.linkedin.com/company/accent-technologies,,,,,,,,,,,,,,,,,,,,,
Mediafly,https://mediafly.com,https://www.linkedin.com/company/mediafly,,,,,,,,,,,,,,,,,,,,,
Structurely,https://structurely.com,https://www.linkedin.com/company/structurely,,,,,,,,,,,,,,,,,,,,,
Cresta,https://cresta.com,https://www.linkedin.com/company/cresta-inc,,,,,,,,,,,,,,,,,,,,,
Datagma,datagma.com,https://www.linkedin.com/company/datagma,,,,,,,,,,,,,,,,,,,,,
Airscale,airscale.io,https://www.linkedin.com/company/airscale-io/,,,,,,,,,,,,,,,,,,,,,
Zero,zero.inc,linkedin.com/company/zero-gtm,,,,,,,,,,,,,,,,,,,,,
Emailchaser,emailchaser.com,https://www.linkedin.com/company/emailchaser/,,,,,,,,,,,,,,,,,,,,,
Listkit,listkit.io,linkedin.com/company/listkit,,,,,,,,,,,,,,,,,,,,,
Sailes,https://sailes.com,https://www.linkedin.com/company/sailes,,,,,,,,,,,,,,,,,,,,,
AiSDR,https://aisdr.com,https://www.linkedin.com/company/aisdrapp,,,,,,,,,,,,,,,,,,,,,
Regie.ai,https://regie.ai,https://www.linkedin.com/company/regie.ai,,,,,,,,,,,,,,,,,,,,,
lemlist,https://lemlist.com,https://www.linkedin.com/company/lemlist,,,,,,,,,,,,,,,,,,,,,
Meetz,https://meetz.ai,https://www.linkedin.com/company/meetz-ai/,,,,,,,,,,,,,,,,,,,,,
Instantly,https://instantly.ai,https://www.linkedin.com/company/instantlyapp,,,,,,,,,,,,,,,,,,,,,
Alore,https://alore.io,https://www.linkedin.com/company/alore-growth-os,,,,,,,,,,,,,,,,,,,,,
Clodura,https://clodura.ai,https://www.linkedin.com/company/clodura-systems,,,,,,,,,,,,,,,,,,,,,
Success,https://success.ai,https://www.linkedin.com/company/success-ai,,,,,,,,,,,,,,,,,,,,,
Prospectoo,https://prospectoo.com,https://www.linkedin.com/company/prospectoo,,,,,,,,,,,,,,,,,,,,,
Seamless,https://seamless.ai,,,,,,,,,,,,,,,,,,,,,,
Apollo,https://apollo.io,https://www.linkedin.com/company/apollo-io,,,,,,,,,,,,,,,,,,,,,
ExactBuyer,https://exactbuyer.com,https://www.linkedin.com/company/exactbuyer,,,,,,,,,,,,,,,,,,,,,
Prosp,https://prosp.ai,https://www.linkedin.com/company/prosp,,,,,,,,,,,,,,,,,,,,,
Sparkbase,https://sparkbase.ai/,https://www.linkedin.com/company/sparkbaseai/,,,,,,,,,,,,,,,,,,,,,
EngageTech,https://engagetech.io,linkedin.com/company/engagetech-ltd,,,,,,,,,,,,,,,,,,,,,
Lighfield,https://lightfield.app/,https://www.linkedin.com/company/lightfld,,,,,,,,,,,,,,,,,,,,,
Qwilr,https://qwilr.com,https://www.linkedin.com/company/qwilr,,,,,,,,,,,,,,,,,,,,,
Leadzen,https://leadzen.ai,https://www.linkedin.com/company/leadzen-ai,,,,,,,,,,,,,,,,,,,,,
Fluint,https://fluint.io,https://www.linkedin.com/company/fluint,,,,,,,,,,,,,,,,,,,,,
Telescope,https://trytelescope.io/,https://www.linkedin.com/company/trytelescope,,,,,,,,,,,,,,,,,,,,,
Leadbay,https://leadbay.ai,https://www.linkedin.com/company/leadbay,,,,,,,,,,,,,,,,,,,,,
Compelling,https://compelling.ai,https://www.linkedin.com/company/compelling-ai,,,,,,,,,,,,,,,,,,,,,
Advisr,https://advisr.com,https://www.linkedin.com/company/advisrio/,,,,,,,,,,,,,,,,,,,,,
Databook,https://databook.com,https://www.linkedin.com/company/databook-labs-inc,,,,,,,,,,,,,,,,,,,,,
BuzzBoard,https://buzzboard.com,https://www.linkedin.com/company/buzzboard,,,,,,,,,,,,,,,,,,,,,
Draup,https://draup.com,https://www.linkedin.com/company/draupplatform,,,,,,,,,,,,,,,,,,,,,
Landbase,https://www.landbase.com/,https://www.linkedin.com/company/landbase/,,,,,,,,,,,,,,,,,,,,,
Salesmotion,https://salesmotion.io,https://www.linkedin.com/company/salesmotion,,,,,,,,,,,,,,,,,,,,,
GTM Buddy,https://gtmbuddy.ai,https://www.linkedin.com/company/gtmbuddy,,,,,,,,,,,,,,,,,,,,,
Genesy,https://genesy.ai,https://www.linkedin.com/company/genesy-ai,,,,,,,,,,,,,,,,,,,,,
AI bees,https://ai-bees.io,https://www.linkedin.com/company/aibees-io,,,,,,,,,,,,,,,,,,,,,
Crono,https://crono.one,https://www.linkedin.com/company/crono-saas,,,,,,,,,,,,,,,,,,,,,
PrimeRole,https://primerole.com,https://www.linkedin.com/company/primerole,,,,,,,,,,,,,,,,,,,,,
LaGrowthMachine,https://lagrowthmachine.com,,,,,,,,,,,,,,,,,,,,,,
SetSail,https://setsail.co,https://www.linkedin.com/company/setsail,,,,,,,,,,,,,,,,,,,,,
Expandi,https://expandi.io,https://www.linkedin.com/company/expandifamily,,,,,,,,,,,,,,,,,,,,,
Zopto,https://zopto.com,linkedin.com/company/zopto-co,,,,,,,,,,,,,,,,,,,,,
Crystal,https://crystalknows.com,https://www.linkedin.com/company/crystal_knows/,,,,,,,,,,,,,,,,,,,,,
Outplay,https://outplayhq.com,https://www.linkedin.com/company/outplayhq,,,,,,,,,,,,,,,,,,,,,
Revenue Grid,https://revenuegrid.com,https://www.linkedin.com/company/revenue-grid,,,,,,,,,,,,,,,,,,,,,
Aktana,https://www.aktana.com/,https://www.linkedin.com/company/aktana/,,,,,,,,,,,,,,,,,,,,,
Salesforge,https://salesforge.ai,https://www.linkedin.com/company/salesforge-ai,,,,,,,,,,,,,,,,,,,,,
Scout,https://tryscout.ai,linkedin.com/company/scoutnow-ai,,,,,,,,,,,,,,,,,,,,,
Tiga,https://tiga.ai,linkedin.com/company/tiga-ai,,,,,,,,,,,,,,,,,,,,,
Meet Alfred,https://meetalfred.com,https://www.linkedin.com/company/meetalfredofficial,,,,,,,,,,,,,,,,,,,,,
WooSender,https://woosender.com,https://www.linkedin.com/company/woosender,,,,,,,,,,,,,,,,,,,,,
RepliQ,https://repliq.co,https://www.linkedin.com/company/repli-q/,,,,,,,,,,,,,,,,,,,,,
Copilot,https://copilotai.com,https://www.linkedin.com/company/copilotadvisor,,,,,,,,,,,,,,,,,,,,,
Pitch Avatar,https://pitchavatar.com,https://www.linkedin.com/company/pitchavatar-company,,,,,,,,,,,,,,,,,,,,,
Extrovert,https://goextrovert.com,https://www.linkedin.com/company/goextrovert-com,,,,,,,,,,,,,,,,,,,,,
Humantic,https://humantic.ai,https://www.linkedin.com/company/humantic-ai,,,,,,,,,,,,,,,,,,,,,
Dealintent,https://dealintent.com,https://www.linkedin.com/company/dealintent,,,,,,,,,,,,,,,,,,,,,
xiQ,https://xiqinc.com,https://www.linkedin.com/company/xiqinc/,,,,,,,,,,,,,,,,,,,,,
Zymplify,https://zymplify.com,https://www.linkedin.com/company/zymplify,,,,,,,,,,,,,,,,,,,,,
Presales.ai,https://presales.ai,https://www.linkedin.com/company/presales-ai,,,,,,,,,,,,,,,,,,,,,
Penny,https://getpenny.com,https://www.linkedin.com/company/getpenny,,,,,,,,,,,,,,,,,,,,,
Postaga,https://postaga.com,https://www.linkedin.com/company/postaga,,,,,,,,,,,,,,,,,,,,,
Cliengo,https://cliengo.com,https://www.linkedin.com/company/cliengo,,,,,,,,,,,,,,,,,,,,,
Aptivio,https://aptiv.io,https://www.linkedin.com/company/aptivio,,,,,,,,,,,,,,,,,,,,,
Octolane,https://octolane.com,https://www.linkedin.com/company/octolane,,,,,,,,,,,,,,,,,,,,,
Zaplify,https://zaplify.com,https://www.linkedin.com/company/andsendcom,,,,,,,,,,,,,,,,,,,,,
Nektar,https://nektar.ai,https://www.linkedin.com/company/nektar-ai,,,,,,,,,,,,,,,,,,,,,
ORM,https://orm-tech.com,https://www.linkedin.com/company/orm-technologies,,,,,,,,,,,,,,,,,,,,,
Yesware,https://yesware.com,https://www.linkedin.com/company/yesware-inc-,,,,,,,,,,,,,,,,,,,,,
Introhive,https://introhive.com,https://www.linkedin.com/company/introhive,,,,,,,,,,,,,,,,,,,,,
Gradient Works,https://gradient.works,https://www.linkedin.com/company/gradient-works,,,,,,,,,,,,,,,,,,,,,
Myko,https://myko.ai,https://www.linkedin.com/company/myko-ai,,,,,,,,,,,,,,,,,,,,,
Reachy,https://reachy.ai,https://www.linkedin.com/company/linkedin-outreach-copilot-reachy-ai,,,,,,,,,,,,,,,,,,,,,
Salee AI,https://salee.pro,https://www.linkedin.com/company/salee-pro,,,,,,,,,,,,,,,,,,,,,
Valley,https://joinvalley.co,https://www.linkedin.com/company/welcometovalley,,,,,,,,,,,,,,,,,,,,,
We-Connect,https://we-connect.io,https://www.linkedin.com/company/weconnect,,,,,,,,,,,,,,,,,,,,,
Salesrobot,https://salesrobot.co,https://www.linkedin.com/company/salesrobotco,,,,,,,,,,,,,,,,,,,,,
Vengreso,https://vengreso.com,https://www.linkedin.com/company/vengreso,,,,,,,,,,,,,,,,,,,,,
LinkedRadar,https://linkedradar.com,,,,,,,,,,,,,,,,,,,,,,
LinkedFusion,https://linkedfusion.io,,,,,,,,,,,,,,,,,,,,,,
Twain,https://twain.ai,https://www.linkedin.com/company/usetwain,,,,,,,,,,,,,,,,,,,,,
Outreachly,https://outreachly.ai,https://www.linkedin.com/company/outreachly-ai,,,,,,,,,,,,,,,,,,,,,
Throxy,https://throxy.com,https://www.linkedin.com/company/throxy,,,,,,,,,,,,,,,,,,,,,
Selma,https://selma.ai,https://www.linkedin.com/company/selma-ai,,,,,,,,,,,,,,,,,,,,,
Typewise,https://typewise.app,https://www.linkedin.com/company/typewise,,,,,,,,,,,,,,,,,,,,,
Bloobirds,https://bloobirds.com,https://www.linkedin.com/company/bloobirds,,,,,,,,,,,,,,,,,,,,,
Saleshood,https://saleshood.com,https://www.linkedin.com/company/saleshood,,,,,,,,,,,,,,,,,,,,,
Salesgear,https://salesgear.io,https://www.linkedin.com/company/salesgeario,,,,,,,,,,,,,,,,,,,,,
Glencoco,https://glencoco.com,https://www.linkedin.com/company/glencoco,,,,,,,,,,,,,,,,,,,,,
Salesroom,https://salesroom.com,https://www.linkedin.com/company/salesroom,,,,,,,,,,,,,,,,,,,,,
People.ai,https://people.ai,https://www.linkedin.com/company/people.ai/,,,,,,,,,,,,,,,,,,,,,
Dialpad,https://dialpad.com,https://www.linkedin.com/company/dialpad,,,,,,,,,,,,,,,,,,,,,
Salesfinity,https://salesfinity.co,https://www.linkedin.com/company/salesfinity-co,,,,,,,,,,,,,,,,,,,,,
InsideSales,https://insidesales.com,linkedin.com/company/insidesales,,,,,,,,,,,,,,,,,,,,,
Amplify10,https://amplify10.ai/,https://www.linkedin.com/company/amplify10/,,,,,,,,,,,,,,,,,,,,,
Aviso,https://aviso.com,https://www.linkedin.com/company/aviso-inc,,,,,,,,,,,,,,,,,,,,,
Aircover,https://aircover.ai,https://www.linkedin.com/company/aircover-ai,,,,,,,,,,,,,,,,,,,,,
Revenue,https://revenue.io,https://www.linkedin.com/company/revenueio,,,,,,,,,,,,,,,,,,,,,
Substrata,https://substrata.me,https://www.linkedin.com/company/substrata-technologies-limited,,,,,,,,,,,,,,,,,,,,,
Acuity,https://acuitysds.com,https://www.linkedin.com/company/acuity-sales-decision-science,,,,,,,,,,,,,,,,,,,,,
Jiminny,https://jiminny.com,https://www.linkedin.com/company/jiminny,,,,,,,,,,,,,,,,,,,,,
CloudTalk,https://cloudtalk.io,https://www.linkedin.com/company/cloudtalk,,,,,,,,,,,,,,,,,,,,,
RocketPhone,https://rocketphone.ai,https://www.linkedin.com/company/rocketphone,,,,,,,,,,,,,,,,,,,,,
Koncert,https://koncert.com,https://www.linkedin.com/company/koncert-co,,,,,,,,,,,,,,,,,,,,,
FrontSpin,https://frontspin.com,https://www.linkedin.com/company/frontspin,,,,,,,,,,,,,,,,,,,,,
Regal,https://regal.io,https://www.linkedin.com/company/regal-io,,,,,,,,,,,,,,,,,,,,,
Aloware,https://aloware.com,https://www.linkedin.com/company/aloware,,,,,,,,,,,,,,,,,,,,,
SalesCaptain,https://salescaptain.io,https://www.linkedin.com/company/salescaptainio,,,,,,,,,,,,,,,,,,,,,
OneShot,https://oneshot.ai,https://www.linkedin.com/company/oneshot-ai,,,,,,,,,,,,,,,,,,,,,
Happysales,https://happysales.ai,https://www.linkedin.com/company/happysalesai,,,, ,,,,,,,,,,,,,,,,,Already in directory (lib/data.ts)
Gong,https://gong.io,https://www.linkedin.com/company/gong-io,,,,,,,,,,,,,,,,,,,,,
Momentum,https://momentum.io,https://www.linkedin.com/company/dealmomentum,,,,,,,,,,,,,,,,,,,,,
SellScale,https://sellscale.com,https://www.linkedin.com/company/sellscale,,,,,,,,,,,,,,,,,,,,,
Endgame,https://endgame.io,https://www.linkedin.com/company/endgamelabs,,,,,,,,,,,,,,,,,,,,,
Autobound,https://autobound.ai,https://www.linkedin.com/company/autobound,,,,,,,,,,,,,,,,,,,,,
Xactly,https://xactlycorp.com,https://www.linkedin.com/company/xactly-corporation,,,,,,,,,,,,,,,,,,,,,
Clearout,clearout.io,https://www.linkedin.com/company/clearout-io,,,,,,,,,,,,,,,,,,,,,
Harmonic,harmonic.ai,linkedin.com/company/harmonicai,,,,,,,,,,,,,,,,,,,,,
Pocus,https://pocus.com,https://linkedin.com/company/pocus,,,,,,,,,,,,,,,,,,,,,
cloudapps,https://cloudapps.com,https://www.linkedin.com/company/cloudapps,,,,,,,,,,,,,,,,,,,,,
Insight7,https://insight7.io,https://www.linkedin.com/company/insight7hq,,,,,,,,,,,,,,,,,,,,,
Foureyes,https://foureyes.io,https://www.linkedin.com/company/foureyes,,,,,,,,,,,,,,,,,,,,,
Collective,https://collectivei.com,https://www.linkedin.com/company/collective-i-,,,,,,,,,,,,,,,,,,,,,
Grain,https://grain.com,https://www.linkedin.com/company/grainhq,,,,,,,,,,,,,,,,,,,,,
Goelo,https://goelo.com,,,,,,,,,,,,,,,,,,,,,,
Dooly,https://dooly.ai,,,,,,,,,,,,,,,,,,,,,,
Rafiki,https://getrafiki.ai,https://www.linkedin.com/company/getrafiki-ai,,,,,,,,,,,,,,,,,,,,,
Scratchpad,https://scratchpad.com,https://www.linkedin.com/company/scratchpad-sales,,,,,,,,,,,,,,,,,,,,,
Zipteams,https://zipteams.com,https://www.linkedin.com/company/zipteams,,,,,,,,,,,,,,,,,,,,,
AssetMule,https://assetmule.ai,https://www.linkedin.com/company/assetmule,,,,,,,,,,,,,,,,,,,,,
First Touch,https://firsttouch.ai,https://www.linkedin.com/company/first-touch-ai,,,,,,,,,,,,,,,,,,,,,
Everstage,https://everstage.com,https://www.linkedin.com/company/everstage,,,,,,,,,,,,,,,,,,,,,
Forma,https://forma.ai,https://www.linkedin.com/company/forma-ai,,,,,,,,,,,,,,,,,,,,,
QuotaPath,https://quotapath.com,https://www.linkedin.com/company/quotapath,,,,,,,,,,,,,,,,,,,,,
CaptivateIQ,https://captivateiq.com,https://www.linkedin.com/company/captivateiq,,,,,,,,,,,,,,,,,,,,,
OptimateAI,https://optimateai.com,https://www.linkedin.com/company/optimateai,,,,,,,,,,,,,,,,,,,,,
Performio,https://performio.co,https://www.linkedin.com/company/performio,,,,,,,,,,,,,,,,,,,,,
Zazu,za-zu.com,https://www.linkedin.com/company/za-zu,,,,,,,,,,,,,,,,,,,,,
Copyfactory,https://copyfactory.io,https://www.linkedin.com/company/copyfactory,,,,,,,,,,,,,,,,,,,,,
SDR-GPT,https://sdr-gpt.com,https://www.linkedin.com/company/swan-ai-gtm,,,,,,,,,,,,,,,,,,,,,
Poseidon,https://useposeidon.com,https://www.linkedin.com/company/poseidonsales,,,,,,,,,,,,,,,,,,,,,
Octave,https://octavehq.com,https://www.linkedin.com/company/octavehq,,,,,,,,,,,,,,,,,,,,,
Modjo,https://modjo.ai,https://www.linkedin.com/company/modjoai,,,,,,,,,,,,,,,,,,,,,
6Sense,https://6sense.com,https://www.linkedin.com/company/6sense,,,,,,,,,,,,,,,,,,,,,
Closefactor,https://closefactor.com,https://www.linkedin.com/company/closefactor,,,,,,,,,,,,,,,,,,,,,
Champify,https://champify.io,https://www.linkedin.com/company/champify-data/,,,,,,,,,,,,,,,,,,,,,
Pipeline Generation AI,https://pipelinegeneration.ai,https://www.linkedin.com/company/pipeline-generation-ai,,,,,,,,,,,,,,,,,,,,,
Luna,https://luna.ai,https://www.linkedin.com/company/getluna-ai,,,,,,,,,,,,,,,,,,,,,
Seismic,https://seismic.com,https://www.linkedin.com/company/seismic-software,,,,,,,,,,,,,,,,,,,,,
Crossbeam,https://crossbeam.com,https://www.linkedin.com/company/getcrossbeam/,,,,,,,,,,,,,,,,,,,,,
Cognism,https://cognism.com,https://www.linkedin.com/company/cognism,,,,,,,,,,,,,,,,,,,,,
Fullcast,https://www.fullcast.com/,https://www.linkedin.com/company/fullcast-com,,,,,,,,,,,,,,,,,,,,,
Glyphic,https://glyphic.ai,https://www.linkedin.com/company/glyphic-ai,,,,,,,,,,,,,,,,,,,,,
Syft,https://syftai.com,https://www.linkedin.com/company/syftai,,,,,,,,,,,,,,,,,,,,,
Centralize,https://usecentralize.com,https://www.linkedin.com/company/use-centralize/,,,,,,,,,,,,,,,,,,,,,
TigerEye,https://tigereye.com,https://www.linkedin.com/company/tigereye,,,,,,,,,,,,,,,,,,,,,
UserGems,https://usergems.com,https://www.linkedin.com/company/usergems,,,,,,,,,,,,,,,,,,,,,
DocketAI,https://docketai.com,https://www.linkedin.com/company/docket-inc,,,,,,,,,,,,,,,,,,,,,
Spekit,https://spekit.com,https://www.linkedin.com/company/spekit,,,,,,,,,,,,,,,,,,,,,
Fullcontext,https://fullcontext.ai,https://www.linkedin.com/company/fullcontext,,,,,,,,,,,,,,,,,,,,,
Openmart,https://openmart.com,https://www.linkedin.com/company/openmartai,,,,,,,,,,,,,,,,,,,,,
Distribute,https://distribute.so,https://www.linkedin.com/company/distributedotso,,,,,,,,,,,,,,,,,,,,,
Cockpit,https://getcockpit.io,https://www.linkedin.com/company/getcockpit,,,,,,,,,,,,,,,,,,,,,
Nayak,https://nayak.ai,https://www.linkedin.com/company/nayak-ai,,,,,,,,,,,,,,,,,,,,,
Weezly,https://weezly.com,https://linkedin.com/company/weezly,,,,,,,,,,,,,,,,,,,,,
Day,https://day.ai,https://www.linkedin.com/company/day-ai/,,,,,,,,,,,,,,,,,,,,,
Appointwise,https://appointwise.io,https://www.linkedin.com/company/appointwise-io/,,,,,,,,,,,,,,,,,,,,,
Demodesk,https://demodesk.com,https://www.linkedin.com/company/demodesk,,,,,,,,,,,,,,,,,,,,,
Otter,https://otter.ai,https://www.linkedin.com/company/otter-ai,,,,,,,,,,,,,,,,,,,,,
Fireflies,https://fireflies.ai,https://www.linkedin.com/company/fireflies-inc,,,,,,,,,,,,,,,,,,,,,
Leexi,https://leexi.ai,https://www.linkedin.com/company/secret-leads-france,,,,,,,,,,,,,,,,,,,,,
Bubbles,https://usebubbles.com,https://linkedin.com/company/usebubbles,,,,,,,,,,,,,,,,,,,,,
Infer,https://www.infer.so/,https://www.linkedin.com/company/infer-so/,,,,,,,,,,,,,,,,,,,,,
Moosemail,moosemail.io,,,,,,,,,,,,,,,,,,,,,,
Laxis,https://laxis.com,https://www.linkedin.com/company/laxis-tech,,,,,,,,,,,,,,,,,,,,,
Uptics,uptics.io,https://www.linkedin.com/company/uptics,,,,,,,,,,,,,,,,,,,,,
Goodmeetings,https://goodmeetings.ai,https://www.linkedin.com/company/goodmeetings,,,,,,,,,,,,,,,,,,,,,
Traq.ai,https://traq.ai,https://www.linkedin.com/company/traqai,,,,,,,,,,,,,,,,,,,,,
Research AI,meetresearch.ai,https://www.linkedin.com/company/research-ai-hq,,,,,,,,,,,,,,,,,,,,,No public API found
UpdateAI,https://update.ai,https://www.linkedin.com/company/update-ai,,,,,,,,,,,,,,,,,,,,,
Leadscout,leadscout.io,https://www.linkedin.com/company/leadscout-io,,,,,,,,,,,,,,,,,,,,,
Leadsontrees,https://www.leadsontrees.com/,https://www.linkedin.com/company/leadsontrees,,,,,,,,,,,,,,,,,,,,,
Bliro,https://bliro.io,https://www.linkedin.com/company/bliro-io,,,,,,,,,,,,,,,,,,,,,
Hachly,https://hachlyai.com,https://www.linkedin.com/company/hachly,,,,,,,,,,,,,,,,,,,,,
Avoma,https://avoma.com,https://www.linkedin.com/company/avoma,,,,,,,,,,,,,,,,,,,,,
tldv,https://tldv.io,https://www.linkedin.com/company/tl-dv,,,,,,,,,,,,,,,,,,,,,
11x,https://11x.ai,https://www.linkedin.com/company/11x-ai,,,,,,,,,,,,,,,,,,,,,
Artisan,https://artisan.co,https://www.linkedin.com/company/artisanai,,,,,,,,,,,,,,,,,,,,,
Bella,https://bellasales.io,https://www.linkedin.com/company/bellasales/,,,,,,,,,,,,,,,,,,,,,
Topo,https://topo.io,https://www.linkedin.com/company/topo-aisdr/,,,,,,,,,,,,,,,,,,,,,
Conversica,https://conversica.com,https://www.linkedin.com/company/conversica,,,,,,,,,,,,,,,,,,,,,
Kalendar.AI,https://kalendar.ai,linkedin.com/company/kalendarai,,,,,,,,,,,,,,,,,,,,,
B2B Rocket,https://b2brocket.ai,linkedin.com/company/b2b-rocket,,,,,,,,,,,,,,,,,,,,,
Fiber,https://fiber.ai,https://www.linkedin.com/company/fiberai/,,,,,,,,,,,,,,,,,,,,,
RightBound,https://rightbound.com,https://www.linkedin.com/company/rightbound,,,,,,,,,,,,,,,,,,,,,
Groundswell,https://trygroundswell.com,linkedin.com/company/trygroundswell,,,,,,,,,,,,,,,,,,,,,
Fuel AI,https://fuel-ai.com,https://www.linkedin.com/company/fuel-ai,,,,,,,,,,,,,,,,,,,,,
Prospy,prospy.io,,,,,,,,,,,,,,,,,,,,,,
Oceanfrogs,oceanfrogs.com,https://www.linkedin.com/company/oceanfrogs,,,,,,,,,,,,,,,,,,,,,
Luru,https://luru.app,https://www.linkedin.com/company/luruapp,,,,,,,,,,,,,,,,,,,,,
Smoc.AI,https://smoc.ai,https://www.linkedin.com/company/smocai,,,,,,,,,,,,,,,,,,,,,
Reply,https://reply.io,https://www.linkedin.com/company/reply-io,,,,,,,,,,,,,,,,,,,,,
FirstQuadrant,https://firstquadrant.ai,https://www.linkedin.com/company/firstquadrant-ai/,,,,,,,,,,,,,,,,,,,,,
SuperRep,https://superrep.ai,https://www.linkedin.com/company/superrep,,,,,,,,,,,,,,,,,,,,,
SalesApe,https://salesape.ai,https://www.linkedin.com/company/salesape-ai/,,,,,,,,,,,,,,,,,,,,,
Tubular,https://tubular.io,https://www.linkedin.com/company/tubular,,,,,,,,,,,,,,,,,,,,,
Revreply,revreply.com,https://www.linkedin.com/company/revreply,,,,,,,,,,,,,,,,,,,,,
